,County,Year,Metro,State,Avg_Annual_Rent,Med_Annual_Income,County_Population,Rent_Income,Percent_AnnualRent_Change,Percent_Pop_Change,Percent_AnnualIncome_Change
2554,"Sullivan County, New York",2013,"NA, New York",New York,14147.36842,47805,76665,0.295939095,NA,NA,NA
2555,"Sullivan County, New York",2014,"NA, New York",New York,14412.05263,53219,75943,0.270806528,0.018709077,-0.009417596,0.113251752
2556,"Sullivan County, New York",2015,"NA, New York",New York,14680.52632,51761,74877,0.283621381,0.018628414,-0.014036843,-0.027396231
2557,"Sullivan County, New York",2016,"NA, New York",New York,15308.31579,50652,74801,0.302225298,0.042763417,-0.001014998,-0.021425398
2558,"Sullivan County, Tennessee",2013,"Kingsport, Tennessee",Tennessee,11052,40148,156595,0.275281459,NA,NA,NA
2559,"Sullivan County, Tennessee",2014,"Kingsport, Tennessee",Tennessee,10904.8,38251,157047,0.285085357,-0.013318856,0.002886427,-0.047250174
2560,"Sullivan County, Tennessee",2015,"Kingsport, Tennessee",Tennessee,11626.4,42012,156791,0.276739979,0.066172695,-0.001630085,0.098324227
2561,"Sullivan County, Tennessee",2016,"Kingsport, Tennessee",Tennessee,11312.6,42859,156667,0.263949229,-0.026990298,-0.000790862,0.020160906
2562,"Summit County, Ohio",2013,"Akron, Ohio",Ohio,16527.31818,49232,541824,0.335702758,NA,NA,NA
2563,"Summit County, Ohio",2014,"Akron, Ohio",Ohio,16531.72727,50365,541943,0.328238405,0.000266776,0.000219629,0.023013487
2564,"Summit County, Ohio",2015,"Akron, Ohio",Ohio,17439.09091,51309,541968,0.339883664,0.054886197,4.61E-05,0.018743175
2565,"Summit County, Ohio",2016,"Akron, Ohio",Ohio,17680.81818,52036,540300,0.339780502,0.013861231,-0.003077672,0.014169054
2566,"Sumner County, Tennessee",2013,"Nashville, Tennessee",Tennessee,12808,55917,168888,0.229053776,NA,NA,NA
2567,"Sumner County, Tennessee",2014,"Nashville, Tennessee",Tennessee,13901.85714,58316,172706,0.238388386,0.085404212,0.022606698,0.042902874
2568,"Sumner County, Tennessee",2015,"Nashville, Tennessee",Tennessee,14860.42857,59753,175989,0.248697615,0.068952761,0.019009183,0.024641608
2569,"Sumner County, Tennessee",2016,"Nashville, Tennessee",Tennessee,15497.28571,60503,180063,0.256140782,0.042855907,0.023149174,0.012551671
2570,"Sumter County, Florida",2013,"The Villages, Florida",Florida,12159.33333,52891,107056,0.229894185,NA,NA,NA
2571,"Sumter County, Florida",2014,"The Villages, Florida",Florida,13211.33333,50942,114350,0.259340688,0.086517901,0.068132566,-0.036849369
2572,"Sumter County, Florida",2015,"The Villages, Florida",Florida,13971,51335,118891,0.272153502,0.057501135,0.039711412,0.007714656
2573,"Sumter County, Florida",2016,"The Villages, Florida",Florida,13692.66667,54562,123996,0.250956099,-0.01992222,0.04293849,0.062861595
2574,"Sumter County, South Carolina",2013,"Sumter, South Carolina",South Carolina,10612.28571,39780,108123,0.266774402,NA,NA,NA
2575,"Sumter County, South Carolina",2014,"Sumter, South Carolina",South Carolina,10001.71429,36633,107919,0.273024712,-0.057534394,-0.00188674,-0.079110106
2576,"Sumter County, South Carolina",2015,"Sumter, South Carolina",South Carolina,10360.14286,41169,107480,0.251649126,0.035836714,-0.004067866,0.123822783
2577,"Sumter County, South Carolina",2016,"Sumter, South Carolina",South Carolina,9679,40614,107396,0.238316837,-0.065746473,-0.000781541,-0.013481017
2578,"Surry County, North Carolina",2013,"Mount Airy, North Carolina",North Carolina,11960,35579,73050,0.336153349,NA,NA,NA
2579,"Surry County, North Carolina",2014,"Mount Airy, North Carolina",North Carolina,12106.8,36511,72968,0.331593218,0.012274247,-0.001122519,0.026195228
2580,"Surry County, North Carolina",2015,"Mount Airy, North Carolina",North Carolina,12283.6,37337,72743,0.328992688,0.014603363,-0.003083543,0.022623319
2581,"Surry County, North Carolina",2016,"Mount Airy, North Carolina",North Carolina,12257.8,36802,72113,0.333074289,-0.002100361,-0.008660627,-0.01432895
2582,"Sussex County, Delaware",2013,"Salisbury, Delaware",Delaware,14837.30769,50629,206649,0.293059466,NA,NA,NA
2583,"Sussex County, Delaware",2014,"Salisbury, Delaware",Delaware,14701.53846,55011,210849,0.26724725,-0.00915053,0.020324318,0.086551186
2584,"Sussex County, Delaware",2015,"Salisbury, Delaware",Delaware,15793.61538,55065,215622,0.286817677,0.074283173,0.022637053,0.000981622
2585,"Sussex County, Delaware",2016,"Salisbury, Delaware",Delaware,16400.30769,57734,220251,0.284066714,0.03841377,0.021468125,0.04846999
2586,"Sussex County, New Jersey",2013,"New York, New Jersey",New Jersey,18927.20833,88407,145992,0.214091739,NA,NA,NA
2587,"Sussex County, New Jersey",2014,"New York, New Jersey",New Jersey,20107.625,82075,144909,0.244990862,0.062366126,-0.007418215,-0.071623288
2588,"Sussex County, New Jersey",2015,"New York, New Jersey",New Jersey,20611.375,85086,143673,0.242241673,0.025052685,-0.008529491,0.036685958
2589,"Sussex County, New Jersey",2016,"New York, New Jersey",New Jersey,20863.08333,87829,142522,0.23754208,0.012212108,-0.008011248,0.032237971
2590,"Sutter County, California",2013,"Yuba City, California",California,14681.25,49139,95350,0.298769816,NA,NA,NA
2591,"Sutter County, California",2014,"Yuba City, California",California,14526.25,54433,95847,0.26686477,-0.010557684,0.005212375,0.1077352
2592,"Sutter County, California",2015,"Yuba City, California",California,15163.75,52277,96463,0.290065421,0.043886068,0.00642691,-0.039608326
2593,"Sutter County, California",2016,"Yuba City, California",California,15472.25,51397,96651,0.301034107,0.020344572,0.001948934,-0.016833407
2594,"Talladega County, Alabama",2013,"Talladega, Alabama",Alabama,11293.2,37719,81096,0.299403484,NA,NA,NA
2595,"Talladega County, Alabama",2014,"Talladega, Alabama",Alabama,11162,39971,81322,0.279252458,-0.011617611,0.002786821,0.059704658
2596,"Talladega County, Alabama",2015,"Talladega, Alabama",Alabama,11416.4,34451,80862,0.331380802,0.022791614,-0.005656526,-0.138100123
2597,"Talladega County, Alabama",2016,"Talladega, Alabama",Alabama,11315.4,39393,80103,0.287243927,-0.008846922,-0.009386362,0.143450118
2598,"Tangipahoa County, Louisiana",2013,"Hammond, Louisiana",Louisiana,14077.125,44166,125412,0.31873217,NA,NA,NA
2599,"Tangipahoa County, Louisiana",2014,"Hammond, Louisiana",Louisiana,13977.875,40689,127049,0.343529578,-0.007050445,0.013052977,-0.078725717
2600,"Tangipahoa County, Louisiana",2015,"Hammond, Louisiana",Louisiana,14077.625,42962,128755,0.327676202,0.007136278,0.01342789,0.055862764
2601,"Tangipahoa County, Louisiana",2016,"Hammond, Louisiana",Louisiana,14139.125,48162,130710,0.293574291,0.004368635,0.015183876,0.121037196
2602,"Tarrant County, Texas",2013,"Dallas-Fort Worth, Texas",Texas,21278.25,56895,1911541,0.373991563,NA,NA,NA
2603,"Tarrant County, Texas",2014,"Dallas-Fort Worth, Texas",Texas,22027.44444,58099,1945360,0.379136378,0.035209401,0.017692009,0.021161789
2604,"Tarrant County, Texas",2015,"Dallas-Fort Worth, Texas",Texas,23047.41667,60737,1982498,0.379462546,0.04630461,0.019090554,0.045405257
2605,"Tarrant County, Texas",2016,"Dallas-Fort Worth, Texas",Texas,23662.36111,61534,2016872,0.384541247,0.026681708,0.017338731,0.01312215
2606,"Taylor County, Texas",2013,"Abilene, Texas",Texas,12315.33333,44447,134117,0.277079068,NA,NA,NA
2607,"Taylor County, Texas",2014,"Abilene, Texas",Texas,13080.33333,45907,135143,0.284931129,0.062117685,0.007650037,0.032848111
2608,"Taylor County, Texas",2015,"Abilene, Texas",Texas,14197.66667,48636,136051,0.291916824,0.085420861,0.006718809,0.059446272
2609,"Taylor County, Texas",2016,"Abilene, Texas",Texas,13952,48803,136535,0.285884065,-0.017303313,0.003557489,0.003433671
2610,"Terrebonne County, Louisiana",2013,"Houma, Louisiana",Louisiana,14359.5,55148,112749,0.260381156,NA,NA,NA
2611,"Terrebonne County, Louisiana",2014,"Houma, Louisiana",Louisiana,15244,46678,113328,0.326577831,0.061596852,0.005135301,-0.153586712
2612,"Terrebonne County, Louisiana",2015,"Houma, Louisiana",Louisiana,16577.5,41786,113972,0.396723783,0.08747704,0.00568262,-0.104803119
2613,"Terrebonne County, Louisiana",2016,"Houma, Louisiana",Louisiana,15040,46026,113220,0.326771825,-0.092746192,-0.006598112,0.101469392
2614,"Thurston County, Washington",2013,"Olympia, Washington",Washington,15736.28571,59785,262388,0.263214614,NA,NA,NA
2615,"Thurston County, Washington",2014,"Olympia, Washington",Washington,15882.28571,61609,265851,0.257791649,0.00927792,0.013198012,0.030509325
2616,"Thurston County, Washington",2015,"Olympia, Washington",Washington,16452.71429,62137,269536,0.264781278,0.035916025,0.013861148,0.008570176
2617,"Thurston County, Washington",2016,"Olympia, Washington",Washington,16801,65783,275222,0.255400331,0.021168891,0.021095512,0.058676795
2618,"Tippecanoe County, Indiana",2013,"Lafayette-West Lafayette, Indiana",Indiana,11534.6,47731,180174,0.241658461,NA,NA,NA
2619,"Tippecanoe County, Indiana",2014,"Lafayette-West Lafayette, Indiana",Indiana,12260.2,45771,183074,0.267859562,0.062906386,0.016095552,-0.04106346
2620,"Tippecanoe County, Indiana",2015,"Lafayette-West Lafayette, Indiana",Indiana,13013.2,50224,185826,0.259103218,0.061418248,0.015032173,0.097288676
2621,"Tippecanoe County, Indiana",2016,"Lafayette-West Lafayette, Indiana",Indiana,13304,51361,188059,0.259029225,0.02234654,0.012016618,0.022638579
2622,"Tolland County, Connecticut",2013,"Hartford, Connecticut",Connecticut,19508.30769,72954,151377,0.267405594,NA,NA,NA
2623,"Tolland County, Connecticut",2014,"Hartford, Connecticut",Connecticut,18133.61538,78786,151367,0.230162915,-0.07046702,-6.61E-05,0.079940785
2624,"Tolland County, Connecticut",2015,"Hartford, Connecticut",Connecticut,20209.46154,82168,151420,0.245952944,0.114475029,0.000350142,0.042926408
2625,"Tolland County, Connecticut",2016,"Hartford, Connecticut",Connecticut,20518.69231,81252,151118,0.252531535,0.015301287,-0.001994453,-0.011147892
2626,"Tom Green County, Texas",2013,"San Angelo, Texas",Texas,13360,45968,114954,0.290636965,NA,NA,NA
2627,"Tom Green County, Texas",2014,"San Angelo, Texas",Texas,13011.5,44959,116608,0.289408127,-0.026085329,0.014388364,-0.021950052
2628,"Tom Green County, Texas",2015,"San Angelo, Texas",Texas,14233.5,48114,118105,0.295828657,0.09391692,0.012837884,0.070175048
2629,"Tom Green County, Texas",2016,"San Angelo, Texas",Texas,14473.5,48696,118386,0.297221538,0.016861629,0.002379239,0.012096271
2630,"Tompkins County, New York",2013,"Ithaca, New York",New York,16592.2,48516,103617,0.341994394,NA,NA,NA
2631,"Tompkins County, New York",2014,"Ithaca, New York",New York,17393.8,52885,104691,0.328898553,0.048311857,0.010365095,0.090052766
2632,"Tompkins County, New York",2015,"Ithaca, New York",New York,19837.8,58084,104926,0.341536396,0.140509837,0.002244701,0.098307649
2633,"Tompkins County, New York",2016,"Ithaca, New York",New York,19185.4,56349,104871,0.340474543,-0.032886711,-0.000524179,-0.029870532
2634,"Travis County, Texas",2013,"Austin, Texas",Texas,26227.5,60464,1120954,0.433770508,NA,NA,NA
2635,"Travis County, Texas",2014,"Austin, Texas",Texas,27638.5625,61787,1151145,0.447320027,0.053800877,0.026933309,0.021880789
2636,"Travis County, Texas",2015,"Austin, Texas",Texas,30003.125,65269,1176558,0.459684153,0.08555302,0.022076281,0.056354897
2637,"Travis County, Texas",2016,"Austin, Texas",Texas,31128.1875,70158,1199323,0.443686928,0.037498177,0.019348812,0.074905392
2638,"Troup County, Georgia",2013,"LaGrange, Georgia",Georgia,9874.666667,43642,69053,0.226265219,NA,NA,NA
2639,"Troup County, Georgia",2014,"LaGrange, Georgia",Georgia,9696.666667,40486,69469,0.239506661,-0.018025925,0.006024358,-0.072315659
2640,"Troup County, Georgia",2015,"LaGrange, Georgia",Georgia,9841.666667,39067,69763,0.251917646,0.014953592,0.004232104,-0.035049153
2641,"Troup County, Georgia",2016,"LaGrange, Georgia",Georgia,9792,42371,70005,0.231101461,-0.005046571,0.003468888,0.084572657
2642,"Trumbull County, Ohio",2013,"Youngstown, Ohio",Ohio,8383.846154,41798,206442,0.200580079,NA,NA,NA
2643,"Trumbull County, Ohio",2014,"Youngstown, Ohio",Ohio,8643.307692,43039,205175,0.200825012,0.030947793,-0.006137317,0.029690416
2644,"Trumbull County, Ohio",2015,"Youngstown, Ohio",Ohio,8975.076923,42368,203751,0.211836219,0.038384522,-0.006940417,-0.015590511
2645,"Trumbull County, Ohio",2016,"Youngstown, Ohio",Ohio,8771.923077,45552,201825,0.192569439,-0.022635332,-0.009452714,0.075151057
2646,"Tulare County, California",2013,"Visalia, California",California,12826.47368,39422,454143,0.325363342,NA,NA,NA
2647,"Tulare County, California",2014,"Visalia, California",California,12599.68421,42611,458198,0.295690883,-0.017681358,0.008928906,0.080893917
2648,"Tulare County, California",2015,"Visalia, California",California,12763.94737,42413,459863,0.300944224,0.013037085,0.0036338,-0.004646687
2649,"Tulare County, California",2016,"Visalia, California",California,12968.78947,45881,460437,0.282661439,0.016048492,0.001248198,0.081767383
2650,"Tulsa County, Oklahoma",2013,"Tulsa, Oklahoma",Oklahoma,12691.36364,47949,622409,0.264684637,NA,NA,NA
2651,"Tulsa County, Oklahoma",2014,"Tulsa, Oklahoma",Oklahoma,12791.54545,50460,629598,0.253498721,0.0078937,0.011550283,0.052368141
2652,"Tulsa County, Oklahoma",2015,"Tulsa, Oklahoma",Oklahoma,13268.36364,51287,639242,0.258708126,0.037276042,0.015317711,0.016389219
2653,"Tulsa County, Oklahoma",2016,"Tulsa, Oklahoma",Oklahoma,13234.72727,51325,642940,0.257861223,-0.00253508,0.005784977,0.000740929
2654,"Tuscaloosa County, Alabama",2013,"Tuscaloosa, Alabama",Alabama,12162.18182,46538,200821,0.26133873,NA,NA,NA
2655,"Tuscaloosa County, Alabama",2014,"Tuscaloosa, Alabama",Alabama,11422.72727,47531,202212,0.240321627,-0.060799498,0.006926566,0.021337402
2656,"Tuscaloosa County, Alabama",2015,"Tuscaloosa, Alabama",Alabama,13003,49067,203976,0.265004993,0.138344608,0.008723518,0.032315752
2657,"Tuscaloosa County, Alabama",2016,"Tuscaloosa, Alabama",Alabama,13146,47787,206102,0.275095737,0.010997462,0.010422795,-0.026086779
2658,"Tuscarawas County, Ohio",2013,"New Philadelphia, Ohio",Ohio,11706.375,44130,92672,0.265270224,NA,NA,NA
2659,"Tuscarawas County, Ohio",2014,"New Philadelphia, Ohio",Ohio,12231.5,46253,92788,0.264447711,0.044858037,0.001251727,0.048107863
2660,"Tuscarawas County, Ohio",2015,"New Philadelphia, Ohio",Ohio,12757.125,47331,92916,0.269530012,0.042973061,0.001379489,0.023306596
2661,"Tuscarawas County, Ohio",2016,"New Philadelphia, Ohio",Ohio,12823.875,50440,92420,0.254240186,0.00523237,-0.005338155,0.065686337
2662,"Twin Falls County, Idaho",2013,"Twin Falls, Idaho",Idaho,10523.2,47403,79957,0.221994389,NA,NA,NA
2663,"Twin Falls County, Idaho",2014,"Twin Falls, Idaho",Idaho,10726,43624,80914,0.245873831,0.019271704,0.011968933,-0.079720693
2664,"Twin Falls County, Idaho",2015,"Twin Falls, Idaho",Idaho,11932.4,45499,82375,0.262256313,0.112474361,0.018056208,0.042980928
2665,"Twin Falls County, Idaho",2016,"Twin Falls, Idaho",Idaho,12826.4,51210,83514,0.250466706,0.074922061,0.013827011,0.125519242
2666,"Ulster County, New York",2013,"Kingston, New York",New York,17704.7931,58429,180998,0.303013796,NA,NA,NA
2667,"Ulster County, New York",2014,"Kingston, New York",New York,17619.65517,58093,180445,0.303300831,-0.00480875,-0.003055282,-0.005750569
2668,"Ulster County, New York",2015,"Kingston, New York",New York,18260.7931,59758,180143,0.305579054,0.036387655,-0.00167364,0.02866094
2669,"Ulster County, New York",2016,"Kingston, New York",New York,18601.65517,62790,179225,0.296251874,0.018666334,-0.005095952,0.050737977
2670,"Umatilla County, Oregon",2013,"Hermiston-Pendleton, Oregon",Oregon,12165.28571,48514,76720,0.250758249,NA,NA,NA
2671,"Umatilla County, Oregon",2014,"Hermiston-Pendleton, Oregon",Oregon,12403.28571,44402,76705,0.279340699,0.019563864,-0.000195516,-0.084759039
2672,"Umatilla County, Oregon",2015,"Hermiston-Pendleton, Oregon",Oregon,12494.57143,49472,76531,0.252558446,0.007359801,-0.002268431,0.114184046
2673,"Umatilla County, Oregon",2016,"Hermiston-Pendleton, Oregon",Oregon,13316.28571,50171,76456,0.265417985,0.065765704,-0.000979995,0.014129204
2674,"Union County, New Jersey",2013,"New York, New Jersey",New Jersey,24371.57143,64593,548256,0.377309793,NA,NA,NA
2675,"Union County, New Jersey",2014,"New York, New Jersey",New Jersey,25572.7619,69032,552939,0.370447936,0.049286542,0.00854163,0.068722617
2676,"Union County, New Jersey",2015,"New York, New Jersey",New Jersey,26709.7619,71163,555786,0.375332152,0.044461369,0.00514885,0.030869742
2677,"Union County, New Jersey",2016,"New York, New Jersey",New Jersey,27587.95238,72028,555630,0.383017054,0.032879008,-0.000280684,0.012155193
2678,"Union County, North Carolina",2013,"Charlotte, North Carolina",North Carolina,17773.28571,63355,212756,0.280534855,NA,NA,NA
2679,"Union County, North Carolina",2014,"Charlotte, North Carolina",North Carolina,18439.71429,62898,218568,0.293168531,0.037496082,0.027317678,-0.007213322
2680,"Union County, North Carolina",2015,"Charlotte, North Carolina",North Carolina,18974.85714,71729,222742,0.264535364,0.029021212,0.019097032,0.140401921
2681,"Union County, North Carolina",2016,"Charlotte, North Carolina",North Carolina,19493.35714,71588,226606,0.272299228,0.027325634,0.017347424,-0.001965732
2682,"Utah County, Utah",2013,"Provo, Utah",Utah,17495.72222,60172,551891,0.290761853,NA,NA,NA
2683,"Utah County, Utah",2014,"Provo, Utah",Utah,17587.72222,60944,560974,0.288588249,0.005258428,0.01645796,0.012829888
2684,"Utah County, Utah",2015,"Provo, Utah",Utah,17778.77778,65487,575205,0.271485604,0.010863007,0.025368377,0.074543844
2685,"Utah County, Utah",2016,"Provo, Utah",Utah,18043.22222,69799,592299,0.258502589,0.014874163,0.029718101,0.06584513
2686,"Valencia County, New Mexico",2013,"Albuquerque, New Mexico",New Mexico,11546.25,40075,76284,0.288116032,NA,NA,NA
2687,"Valencia County, New Mexico",2014,"Albuquerque, New Mexico",New Mexico,12027.5,37628,75817,0.319642288,0.041680199,-0.00612186,-0.061060512
2688,"Valencia County, New Mexico",2015,"Albuquerque, New Mexico",New Mexico,12552.25,42092,75737,0.298209874,0.043629183,-0.001055172,0.118635059
2689,"Valencia County, New Mexico",2016,"Albuquerque, New Mexico",New Mexico,12198.75,43700,75626,0.279147597,-0.028162282,-0.001465598,0.038202034
2690,"Van Buren County, Michigan",2013,"Kalamazoo, Michigan",Michigan,10171.66667,45081,75455,0.225630901,NA,NA,NA
2691,"Van Buren County, Michigan",2014,"Kalamazoo, Michigan",Michigan,11515.66667,47435,75199,0.242767296,0.132131738,-0.003392751,0.05221712
2692,"Van Buren County, Michigan",2015,"Kalamazoo, Michigan",Michigan,12034.16667,48034,75077,0.250534344,0.045025617,-0.001622362,0.012627806
2693,"Van Buren County, Michigan",2016,"Kalamazoo, Michigan",Michigan,12156.91667,47917,75223,0.2537078,0.010200125,0.00194467,-0.002435775
2694,"Vanderburgh County, Indiana",2013,"Evansville, Indiana",Indiana,11415.5,41102,181398,0.277735877,NA,NA,NA
2695,"Vanderburgh County, Indiana",2014,"Evansville, Indiana",Indiana,12127.5,42044,182006,0.288447817,0.062371337,0.003351746,0.022918593
2696,"Vanderburgh County, Indiana",2015,"Evansville, Indiana",Indiana,13391,42564,181877,0.314608589,0.104184704,-0.000708768,0.012367995
2697,"Vanderburgh County, Indiana",2016,"Evansville, Indiana",Indiana,12957.5,46064,181721,0.281293418,-0.032372489,-0.000857723,0.082229114
2698,"Ventura County, California",2013,"Ventura, California",California,30903.1875,77363,839620,0.399456943,NA,NA,NA
2699,"Ventura County, California",2014,"Ventura, California",California,31968.8125,75449,846178,0.423714198,0.034482689,0.007810676,-0.024740509
2700,"Ventura County, California",2015,"Ventura, California",California,33432.875,80032,850536,0.41774384,0.045796587,0.005150217,0.060743018
2701,"Ventura County, California",2016,"Ventura, California",California,34688.125,80135,849738,0.432871093,0.03754538,-0.000938232,0.001286985
2702,"Vigo County, Indiana",2013,"Terre Haute, Indiana",Indiana,8012,37930,108291,0.211231215,NA,NA,NA
2703,"Vigo County, Indiana",2014,"Terre Haute, Indiana",Indiana,9817,41385,108175,0.23721155,0.225287069,-0.001071188,0.091088848
2704,"Vigo County, Indiana",2015,"Terre Haute, Indiana",Indiana,8763,38632,107896,0.226832678,-0.107364775,-0.002579154,-0.066521687
2705,"Vigo County, Indiana",2016,"Terre Haute, Indiana",Indiana,8790,43910,107931,0.200182191,0.003081137,0.000324386,0.136622489
2706,"Volusia County, Florida",2013,"Daytona Beach, Florida",Florida,13713.65,40919,500800,0.335141377,NA,NA,NA
2707,"Volusia County, Florida",2014,"Daytona Beach, Florida",Florida,14619.05,40818,507531,0.358152041,0.06602181,0.013440495,-0.002468291
2708,"Volusia County, Florida",2015,"Daytona Beach, Florida",Florida,15320.8,42175,517887,0.363267338,0.048002435,0.020404665,0.033245137
2709,"Volusia County, Florida",2016,"Daytona Beach, Florida",Florida,16139.6,45366,529364,0.355764229,0.053443684,0.022161205,0.075660937
2710,"Wagoner County, Oklahoma",2013,"Tulsa, Oklahoma",Oklahoma,10946.83333,52108,75700,0.210079706,NA,NA,NA
2711,"Wagoner County, Oklahoma",2014,"Tulsa, Oklahoma",Oklahoma,11704.83333,59170,75702,0.197817024,0.069243769,2.64E-05,0.135526215
2712,"Wagoner County, Oklahoma",2015,"Tulsa, Oklahoma",Oklahoma,11544,57319,76559,0.201399187,-0.013740762,0.011320705,-0.031282745
2713,"Wagoner County, Oklahoma",2016,"Tulsa, Oklahoma",Oklahoma,11760.33333,62041,77679,0.189557443,0.018739894,0.01462924,0.08238106
2714,"Wake County, North Carolina",2013,"Raleigh, North Carolina",North Carolina,15509.07143,65160,974289,0.238015215,NA,NA,NA
2715,"Wake County, North Carolina",2014,"Raleigh, North Carolina",North Carolina,16043.92857,66634,998691,0.240776909,0.034486729,0.025045957,0.02262124
2716,"Wake County, North Carolina",2015,"Raleigh, North Carolina",North Carolina,16790.78571,70533,1024198,0.238055743,0.046550765,0.025540432,0.058513672
2717,"Wake County, North Carolina",2016,"Raleigh, North Carolina",North Carolina,17169.07143,76097,1046791,0.225620871,0.022529363,0.022059211,0.078885061
2718,"Walker County, Georgia",2013,"Chattanooga, Georgia",Georgia,11620.71429,42018,68198,0.276565146,NA,NA,NA
2719,"Walker County, Georgia",2014,"Chattanooga, Georgia",Georgia,11573.85714,38493,68218,0.300674334,-0.004032208,0.000293264,-0.083892617
2720,"Walker County, Georgia",2015,"Chattanooga, Georgia",Georgia,11707.42857,44358,68066,0.263930488,0.011540788,-0.002228151,0.152365365
2721,"Walker County, Georgia",2016,"Chattanooga, Georgia",Georgia,11895.42857,39209,67896,0.303385156,0.01605818,-0.002497576,-0.116078272
2722,"Walker County, Texas",2013,"Huntsville, Texas",Texas,14112,38369,68817,0.367796919,NA,NA,NA
2723,"Walker County, Texas",2014,"Huntsville, Texas",Texas,13562.5,38483,69789,0.352428345,-0.038938492,0.014124417,0.002971149
2724,"Walker County, Texas",2015,"Huntsville, Texas",Texas,15702,40448,70699,0.388202136,0.157751152,0.013039304,0.051061508
2725,"Walker County, Texas",2016,"Huntsville, Texas",Texas,15423,42662,71484,0.361516103,-0.017768437,0.01110341,0.054736946
2726,"Walton County, Florida",2016,"Crestview, Florida",Florida,20108.75,56246,65889,0.357514312,0.30381573,-0.078269263,0.318409826
2727,"Walton County, Georgia",2013,"Atlanta, Georgia",Georgia,12142.4,53233,85754,0.228099111,NA,NA,NA
2728,"Walton County, Georgia",2014,"Atlanta, Georgia",Georgia,12622,50895,87615,0.248000786,0.039497958,0.021701612,-0.043920125
2729,"Walton County, Georgia",2015,"Atlanta, Georgia",Georgia,13448,57278,88399,0.234784734,0.065441293,0.008948239,0.12541507
2730,"Walton County, Georgia",2016,"Atlanta, Georgia",Georgia,13648.4,53202,90184,0.256539228,0.014901844,0.020192536,-0.071161703
2731,"Walworth County, Wisconsin",2013,"Whitewater, Wisconsin",Wisconsin,16356.45833,52057,102945,0.314202861,NA,NA,NA
2732,"Walworth County, Wisconsin",2014,"Whitewater, Wisconsin",Wisconsin,17226.75,52277,103527,0.329528282,0.053207831,0.005653504,0.004226137
2733,"Walworth County, Wisconsin",2015,"Whitewater, Wisconsin",Wisconsin,17731,58537,102804,0.302902438,0.029271337,-0.006983685,0.119746734
2734,"Walworth County, Wisconsin",2016,"Whitewater, Wisconsin",Wisconsin,16725.29167,58302,102959,0.286873378,-0.056720339,0.001507723,-0.004014555
2735,"Warren County, Kentucky",2013,"Bowling Green, Kentucky",Kentucky,12336.75,48783,118370,0.252890351,NA,NA,NA
2736,"Warren County, Kentucky",2014,"Bowling Green, Kentucky",Kentucky,12961.75,50752,120460,0.255393876,0.050661641,0.017656501,0.040362421
2737,"Warren County, Kentucky",2015,"Bowling Green, Kentucky",Kentucky,13450.5,44679,122851,0.301047472,0.0377071,0.019848913,-0.119660309
2738,"Warren County, Kentucky",2016,"Bowling Green, Kentucky",Kentucky,13791.75,46686,125532,0.295415114,0.025370804,0.021823184,0.044920432
2739,"Warren County, New Jersey",2013,"Allentown, New Jersey",New Jersey,19814,67208,107379,0.294816093,NA,NA,NA
2740,"Warren County, New Jersey",2014,"Allentown, New Jersey",New Jersey,20522.65217,71444,106917,0.287255083,0.035765225,-0.004302517,0.063028211
2741,"Warren County, New Jersey",2015,"Allentown, New Jersey",New Jersey,20989.43478,71277,106869,0.294476967,0.022744751,-0.000448946,-0.002337495
2742,"Warren County, New Jersey",2016,"Allentown, New Jersey",New Jersey,20152.52174,74867,106617,0.269177632,-0.039873062,-0.002358027,0.050366879
2743,"Warren County, New York",2013,"Glens Falls, New York",New York,15478,55593,65337,0.278416347,NA,NA,NA
2744,"Warren County, New York",2014,"Glens Falls, New York",New York,15523,57294,64973,0.270935875,0.002907352,-0.005571116,0.030597377
2745,"Warren County, New York",2015,"Glens Falls, New York",New York,17459,57541,64688,0.303418432,0.12471816,-0.004386437,0.004311097
2746,"Warren County, New York",2016,"Glens Falls, New York",New York,18133,58061,64567,0.312309468,0.038604731,-0.001870517,0.009037034
2747,"Warren County, Ohio",2013,"Cincinnati, Ohio",Ohio,16876.45455,73432,219169,0.229824253,NA,NA,NA
2748,"Warren County, Ohio",2014,"Cincinnati, Ohio",Ohio,17213.72727,71731,221659,0.239976123,0.019984809,0.011361096,-0.023164288
2749,"Warren County, Ohio",2015,"Cincinnati, Ohio",Ohio,17329.81818,81017,224469,0.213903479,0.006744089,0.01267713,0.129455884
2750,"Warren County, Ohio",2016,"Cincinnati, Ohio",Ohio,17872.36364,80207,227063,0.222827978,0.031307048,0.011556161,-0.009997902
2751,"Washington County, Arkansas",2013,"Fayetteville, Arkansas",Arkansas,13235.18182,42073,216410,0.314576613,NA,NA,NA
2752,"Washington County, Arkansas",2014,"Fayetteville, Arkansas",Arkansas,13507.36364,45034,220792,0.299937017,0.020565023,0.020248602,0.070377677
2753,"Washington County, Arkansas",2015,"Fayetteville, Arkansas",Arkansas,14299.09091,46160,225477,0.309772333,0.058614493,0.021219066,0.025003331
2754,"Washington County, Arkansas",2016,"Fayetteville, Arkansas",Arkansas,14743,45679,228049,0.322752249,0.031044567,0.011406928,-0.010420277
2755,"Washington County, Maryland",2013,"Hagerstown, Maryland",Maryland,14480.52632,57615,149588,0.251332575,NA,NA,NA
